Row, Timestamp, Series 1, Series 2
0   , 0.605, , 97     
1   , 0.905, , 96     
2   , 1.205, , 98     
3   , 1.505, , 98     
4   , 1.805, , 98     
5   , 2.105, , 98     
6   , 2.405, , 94     
7   , 2.705, , 89     
8   , 3.005, , 91     
9   , 3.305, , 91     
10  , 3.605, , 91     
11  , 3.905, , 91     
12  , 4.205, , 96     
13  , 4.505, , 100    
14  , 4.805, , 100    
15  , 5.105, , 100    
16  , 5.405, , 100    
17  , 5.705, , 100    
18  , 6.005, , 100    
19  , 6.305, , 100    
20  , 6.605, , 100    
21  , 6.905, , 100    
22  , 7.205, , 100    
23  , 7.505, , 100    
24  , 7.805, , 100    
25  , 8.105, , 100    
26  , 8.405, , 100    
27  , 8.705, , 100    
28  , 9.005, , 100    
29  , 9.305, , 100    
30  , 9.605, , 96     
31  , 9.905, , 92     
32  , 10.205, , 90     
33  , 10.505, , 90     
34  , 10.805, , 91     
35  , 11.105, , 91     
36  , 11.405, , 91     
37  , 11.705, , 91     
38  , 12.005, , 90     
39  , 12.305, , 91     
40  , 12.605, , 90     
41  , 12.905, , 91     
42  , 13.205, , 90     
43  , 13.505, , 90     
44  , 13.805, , 93     
45  , 14.105, , 92     
46  , 14.405, , 92     
47  , 14.705, , 92     
48  , 15.005, , 93     
49  , 15.305, , 97     
50  , 15.605, , 100    
51  , 15.905, , 100    
52  , 16.205, , 100    
53  , 16.505, , 100    
54  , 16.805, , 99     
55  , 17.105, , 95     
56  , 17.405, , 91     
57  , 17.705, , 92     
58  , 18.005, , 91     
59  , 18.305, , 93     
60  , 18.605, , 90     
61  , 18.905, , 95     
62  , 19.205, , 100    
63  , 19.505, , 100    
64  , 19.805, , 100    
65  , 20.105, , 100    
66  , 20.405, , 100    
67  , 20.705, , 100    
68  , 21.005, , 100    
69  , 21.305, , 100    
70  , 21.605, , 100    
71  , 21.905, , 100    
72  , 22.205, , 100    
73  , 22.505, , 100    
74  , 22.805, , 100    
75  , 23.105, , 100    
76  , 23.405, , 100    
77  , 23.705, , 100    
78  , 24.005, , 100    
79  , 24.305, , 97     
80  , 24.605, , 92     
81  , 24.905, , 92     
82  , 25.205, , 90     
83  , 25.505, , 91     
84  , 25.805, , 93     
85  , 26.105, , 92     
86  , 26.405, , 91     
87  , 26.705, , 90     
88  , 27.005, , 90     
89  , 27.305, , 91     
90  , 27.605, , 92     
91  , 27.905, , 91     
92  , 28.205, , 92     
93  , 28.505, , 91     
94  , 28.805, , 91     
95  , 29.105, , 93     
96  , 29.405, , 91     
97  , 29.705, , 90     
98  , 30.005, , 96     
99  , 30.305, , 100    
100 , 30.605, , 100    
101 , 30.905, , 100    
102 , 31.205, , 100    
103 , 31.505, , 100    
